product_id,recorded_at,is_on_sale,price,store_id
db7d9c14-88da-424b-b8d8-256cf6a74a51,2026-03-30 21:06:14.394+0000,False,13.9700000000000006394884621840901672840118408203125,e4d60c4b-1234-5678-9012-f4d60c4b3333
db7d9c14-88da-424b-b8d8-256cf6a74a51,2026-03-31 21:06:14.394+0000,False,14.269999999999999573674358543939888477325439453125,e4d60c4b-1234-5678-9012-f4d60c4b3333
db7d9c14-88da-424b-b8d8-256cf6a74a51,2026-04-01 21:06:14.394+0000,False,13.9000000000000003552713678800500929355621337890625,e4d60c4b-1234-5678-9012-f4d60c4b3333
db7d9c14-88da-424b-b8d8-256cf6a74a51,2026-04-02 21:06:14.393+0000,False,14.6500000000000003552713678800500929355621337890625,e4d60c4b-1234-5678-9012-f4d60c4b3333
db7d9c14-88da-424b-b8d8-256cf6a74a51,2026-04-03 21:06:14.393+0000,False,13.8300000000000000710542735760100185871124267578125,e4d60c4b-1234-5678-9012-f4d60c4b3333
db7d9c14-88da-424b-b8d8-256cf6a74a51,2026-04-04 21:06:14.392+0000,False,14.07000000000000028421709430404007434844970703125,e4d60c4b-1234-5678-9012-f4d60c4b3333
c1536af6-c587-44cd-8d70-111d42b41ee5,2026-03-31 21:06:14.237+0000,True,3.2400000000000002131628207280300557613372802734375,e4d60c4b-1234-5678-9012-f4d60c4b3333
c1536af6-c587-44cd-8d70-111d42b41ee5,2026-04-01 21:06:14.237+0000,True,3.520000000000000017763568394002504646778106689453125,e4d60c4b-1234-5678-9012-f4d60c4b3333
c1536af6-c587-44cd-8d70-111d42b41ee5,2026-04-02 21:06:14.236+0000,True,3.54000000000000003552713678800500929355621337890625,e4d60c4b-1234-5678-9012-f4d60c4b3333
c1536af6-c587-44cd-8d70-111d42b41ee5,2026-04-03 21:06:14.236+0000,True,3.319999999999999840127884453977458178997039794921875,e4d60c4b-1234-5678-9012-f4d60c4b3333
c1536af6-c587-44cd-8d70-111d42b41ee5,2026-04-04 21:06:14.236+0000,False,4.11000000000000031974423109204508364200592041015625,e4d60c4b-1234-5678-9012-f4d60c4b3333
7b9cb7b7-d248-4c80-9210-e8e99dcc080f,2026-03-29 21:06:14.505+0000,False,3.640000000000000124344978758017532527446746826171875,e4d60c4b-1234-5678-9012-f4d60c4b3333
7b9cb7b7-d248-4c80-9210-e8e99dcc080f,2026-03-30 21:06:14.505+0000,False,3.70000000000000017763568394002504646778106689453125,e4d60c4b-1234-5678-9012-f4d60c4b3333
7b9cb7b7-d248-4c80-9210-e8e99dcc080f,2026-03-31 21:06:14.505+0000,False,3.5099999999999997868371792719699442386627197265625,e4d60c4b-1234-5678-9012-f4d60c4b3333
7b9cb7b7-d248-4c80-9210-e8e99dcc080f,2026-04-01 21:06:14.505+0000,False,3.54999999999999982236431605997495353221893310546875,e4d60c4b-1234-5678-9012-f4d60c4b3333
7b9cb7b7-d248-4c80-9210-e8e99dcc080f,2026-04-02 21:06:14.505+0000,False,3.62000000000000010658141036401502788066864013671875,e4d60c4b-1234-5678-9012-f4d60c4b3333
7b9cb7b7-d248-4c80-9210-e8e99dcc080f,2026-04-03 21:06:14.505+0000,True,2.779999999999999804600747665972448885440826416015625,e4d60c4b-1234-5678-9012-f4d60c4b3333
7b9cb7b7-d248-4c80-9210-e8e99dcc080f,2026-04-04 21:06:14.505+0000,False,3.779999999999999804600747665972448885440826416015625,e4d60c4b-1234-5678-9012-f4d60c4b3333
a5a525a0-51a0-41ac-b6c5-718542366b8e,2026-03-30 21:06:14.142+0000,False,16.690000000000001278976924368180334568023681640625,e4d60c4b-1234-5678-9012-f4d60c4b3333
a5a525a0-51a0-41ac-b6c5-718542366b8e,2026-03-31 21:06:14.142+0000,False,15.9000000000000003552713678800500929355621337890625,e4d60c4b-1234-5678-9012-f4d60c4b3333
a5a525a0-51a0-41ac-b6c5-718542366b8e,2026-04-01 21:06:14.142+0000,False,16.690000000000001278976924368180334568023681640625,e4d60c4b-1234-5678-9012-f4d60c4b3333
a5a525a0-51a0-41ac-b6c5-718542366b8e,2026-04-02 21:06:14.141+0000,False,15.839999999999999857891452847979962825775146484375,e4d60c4b-1234-5678-9012-f4d60c4b3333
a5a525a0-51a0-41ac-b6c5-718542366b8e,2026-04-03 21:06:14.141+0000,False,15.6199999999999992184029906638897955417633056640625,e4d60c4b-1234-5678-9012-f4d60c4b3333
a5a525a0-51a0-41ac-b6c5-718542366b8e,2026-04-04 21:06:14.141+0000,False,16.379999999999999005240169935859739780426025390625,e4d60c4b-1234-5678-9012-f4d60c4b3333
640bf2b5-d762-4193-9938-5ce02e8f9e5d,2026-03-30 21:06:14.399+0000,True,5.62999999999999989341858963598497211933135986328125,e4d60c4b-1234-5678-9012-f4d60c4b3333
640bf2b5-d762-4193-9938-5ce02e8f9e5d,2026-03-31 21:06:14.398+0000,False,6.9000000000000003552713678800500929355621337890625,e4d60c4b-1234-5678-9012-f4d60c4b3333
640bf2b5-d762-4193-9938-5ce02e8f9e5d,2026-04-01 21:06:14.398+0000,False,7.089999999999999857891452847979962825775146484375,e4d60c4b-1234-5678-9012-f4d60c4b3333
640bf2b5-d762-4193-9938-5ce02e8f9e5d,2026-04-02 21:06:14.398+0000,True,5.660000000000000142108547152020037174224853515625,e4d60c4b-1234-5678-9012-f4d60c4b3333
640bf2b5-d762-4193-9938-5ce02e8f9e5d,2026-04-03 21:06:14.398+0000,False,7,e4d60c4b-1234-5678-9012-f4d60c4b3333
640bf2b5-d762-4193-9938-5ce02e8f9e5d,2026-04-04 21:06:14.398+0000,False,6.61000000000000031974423109204508364200592041015625,e4d60c4b-1234-5678-9012-f4d60c4b3333
242bd7ef-ef43-4c90-a9e4-7668bdd04aed,2026-03-29 21:06:14.133+0000,False,5.2599999999999997868371792719699442386627197265625,e4d60c4b-1234-5678-9012-f4d60c4b3333
242bd7ef-ef43-4c90-a9e4-7668bdd04aed,2026-03-30 21:06:14.133+0000,False,5,e4d60c4b-1234-5678-9012-f4d60c4b3333
